track_id,isrc,title,artist_id,supplier_id,is_spatial_ready,ddex_version,license_expiry
ddc87d1e-4cb9-491c,US-MT1-26-00031,Track_Alpha_31,ART_4593,SUPP_0302,False,ERN 4.3,2026-09-11 00:24:59.647592
7d46888e-5440-4b71,US-MT1-26-00032,Track_Alpha_32,ART_1516,SUPP_0301,True,ERN 4.2,2028-06-30 00:24:59.647599
9411d1c8-386e-4f27,US-MT1-26-00033,Track_Alpha_33,ART_2658,SUPP_0284,False,ERN 4.3,2027-07-17 00:24:59.647609
c56284ce-136e-4140,US-MT1-26-00034,Track_Alpha_34,ART_2865,SUPP_0226,False,ERN 4.2,2026-04-01 00:24:59.647616
b8d70800-1f76-4e1a,US-MT1-26-00035,Track_Alpha_35,ART_3912,SUPP_0211,False,ERN 3.8,2026-11-16 00:24:59.647624
9984aec3-c444-4fe2,US-MT1-26-00036,Track_Alpha_36,ART_2141,SUPP_0355,False,ERN 3.8,2027-03-23 00:24:59.647632
d707295f-ea81-479d,US-MT1-26-00037,Track_Alpha_37,ART_3853,SUPP_0188,False,ERN 4.2,2027-05-08 00:24:59.647640
e1dc54ff-3044-4d79,US-MT1-26-00038,Track_Alpha_38,ART_2932,SUPP_0486,False,ERN 4.3,2028-05-29 00:24:59.647647
0f625b59-2d70-49a5,US-MT1-26-00039,Track_Alpha_39,ART_4230,SUPP_0320,False,ERN 3.8,2026-12-23 00:24:59.647655
2c53a313-200c-4417,US-MT1-26-00040,Track_Alpha_40,ART_1814,SUPP_0150,True,ERN 4.2,2027-05-07 00:24:59.647662
a5b52289-5b70-4712,US-MT1-26-00041,Track_Alpha_41,ART_3275,SUPP_0222,False,ERN 4.3,2029-01-11 00:24:59.647671
5c10cfdc-a308-4fac,US-MT1-26-00042,Track_Alpha_42,ART_2900,SUPP_0127,False,ERN 4.2,2027-04-13 00:24:59.653253
339daa91-f9e2-42e2,US-MT1-26-00043,Track_Alpha_43,ART_3263,SUPP_0247,False,ERN 4.3,2027-09-18 00:24:59.653270
c989af1c-d1c4-4fa9,US-MT1-26-00044,Track_Alpha_44,ART_3995,SUPP_0050,False,ERN 4.2,2028-08-12 00:24:59.653279
00f741e9-b803-42f3,US-MT1-26-00045,Track_Alpha_45,ART_4767,SUPP_0190,False,ERN 4.2,2026-09-22 00:24:59.653287
7c5c4bdd-6713-4fe0,US-MT1-26-00046,Track_Alpha_46,ART_3062,SUPP_0482,False,ERN 3.8,2026-03-17 00:24:59.653296
a6a24942-3111-4f54,US-MT1-26-00047,Track_Alpha_47,ART_4228,SUPP_0499,True,ERN 4.3,2027-09-24 00:24:59.653305
984c5153-0418-422b,US-MT1-26-00048,Track_Alpha_48,ART_4719,SUPP_0494,True,ERN 3.8,2028-01-09 00:24:59.653313
faeb407d-b13f-4de1,US-MT1-26-00049,Track_Alpha_49,ART_4332,SUPP_0236,True,ERN 3.8,2027-09-28 00:24:59.653321
9e3fb70c-74e6-4189,US-MT1-26-00050,Track_Alpha_50,ART_4228,SUPP_0021,False,ERN 3.8,2026-07-11 00:24:59.653329
35b82f79-ca09-4c05,US-MT1-26-00051,Track_Alpha_51,ART_3094,SUPP_0109,False,ERN 4.2,2027-06-05 00:24:59.653337
f5f6e034-8ff1-4bec,US-MT1-26-00052,Track_Alpha_52,ART_3371,SUPP_0326,False,ERN 4.2,2026-03-01 00:24:59.653344
f68afbb4-d177-4ad2,US-MT1-26-00053,Track_Alpha_53,ART_3891,SUPP_0032,False,ERN 3.8,2028-10-09 00:24:59.653354
1b672a1f-e90f-420c,US-MT1-26-00054,Track_Alpha_54,ART_4756,SUPP_0126,True,ERN 4.3,2028-05-07 00:24:59.653362
382a9be7-df50-4d5b,US-MT1-26-00055,Track_Alpha_55,ART_1129,SUPP_0364,False,ERN 4.2,2026-04-28 00:24:59.653369
b5c63b7c-e5e5-48ba,US-MT1-26-00056,Track_Alpha_56,ART_4482,SUPP_0355,False,ERN 3.8,2028-04-21 00:24:59.653378
dfff52dd-b6da-466d,US-MT1-26-00057,Track_Alpha_57,ART_1094,SUPP_0043,False,ERN 4.2,2029-01-10 00:24:59.653386
6e1e45d7-de4c-4f6a,US-MT1-26-00058,Track_Alpha_58,ART_3674,SUPP_0006,True,ERN 3.8,2027-07-04 00:24:59.653396
b3ac65e1-ddb2-487b,US-MT1-26-00059,Track_Alpha_59,ART_3802,SUPP_0127,False,ERN 4.2,2027-03-03 00:24:59.653404
870c92cc-7683-47f6,US-MT1-26-00060,Track_Alpha_60,ART_2955,SUPP_0090,False,ERN 3.8,2028-08-25 00:24:59.653411
9a795543-1889-47b1,US-MT1-26-00061,Track_Alpha_61,ART_4363,SUPP_0129,True,ERN 4.3,2028-03-28 00:24:59.653419
377c9661-f8f8-4e96,US-MT1-26-00062,Track_Alpha_62,ART_1793,SUPP_0016,True,ERN 4.3,2028-05-19 00:24:59.653427
69d52fcd-0fe1-4a3e,US-MT1-26-00063,Track_Alpha_63,ART_2834,SUPP_0320,True,ERN 4.3,2028-10-22 00:24:59.653434
e05f0afb-9e9d-4291,US-MT1-26-00064,Track_Alpha_64,ART_4354,SUPP_0185,False,ERN 4.3,2027-09-21 00:24:59.653442
71c60c9f-42fe-4603,US-MT1-26-00065,Track_Alpha_65,ART_3116,SUPP_0109,True,ERN 4.3,2028-04-26 00:24:59.653451
95fa8ea5-a765-4815,US-MT1-26-00066,Track_Alpha_66,ART_2683,SUPP_0285,False,ERN 3.8,2026-08-12 00:24:59.653458
405ec931-c712-472c,US-MT1-26-00067,Track_Alpha_67,ART_1010,SUPP_0469,False,ERN 4.2,2027-05-18 00:24:59.653466
4a2f2197-137b-444c,US-MT1-26-00068,Track_Alpha_68,ART_4325,SUPP_0347,False,ERN 3.8,2026-07-28 00:24:59.653474
4f80c8d1-6076-4f40,US-MT1-26-00069,Track_Alpha_69,ART_2865,SUPP_0480,False,ERN 4.3,2027-08-19 00:24:59.653482
1fde1aed-0196-4e2e,US-MT1-26-00070,Track_Alpha_70,ART_3919,SUPP_0409,False,ERN 3.8,2028-11-15 00:24:59.653490
a58f5ce9-298c-4971,US-MT1-26-00071,Track_Alpha_71,ART_3597,SUPP_0162,False,ERN 3.8,2028-10-30 00:24:59.653497
5847a73b-8040-4a3a,US-MT1-26-00072,Track_Alpha_72,ART_4205,SUPP_0446,False,ERN 3.8,2028-01-28 00:24:59.653505
dd5fa373-8ee0-4a32,US-MT1-26-00073,Track_Alpha_73,ART_1711,SUPP_0074,False,ERN 3.8,2028-12-15 00:24:59.653523
f0857eee-d5ee-49ba,US-MT1-26-00074,Track_Alpha_74,ART_3070,SUPP_0198,False,ERN 4.3,2028-05-25 00:24:59.653531
9a0bc0f7-17d9-4a95,US-MT1-26-00075,Track_Alpha_75,ART_1814,SUPP_0411,False,ERN 3.8,2027-05-20 00:24:59.653538
fd24cc3a-ac21-4a21,US-MT1-26-00076,Track_Alpha_76,ART_1345,SUPP_0408,False,ERN 3.8,2028-03-30 00:24:59.653546
02e8d73f-918b-48e3,US-MT1-26-00077,Track_Alpha_77,ART_3349,SUPP_0444,False,ERN 3.8,2026-07-26 00:24:59.653556
453c7212-2042-46c2,US-MT1-26-00078,Track_Alpha_78,ART_1362,SUPP_0360,True,ERN 4.3,2027-10-13 00:24:59.653564
b334706c-93c7-407a,US-MT1-26-00079,Track_Alpha_79,ART_3443,SUPP_0286,False,ERN 3.8,2027-04-05 00:24:59.653572
ba955d0b-c521-49d7,US-MT1-26-00080,Track_Alpha_80,ART_3265,SUPP_0181,False,ERN 4.2,2028-10-22 00:24:59.653580
b064bc70-eb17-4d12,US-MT1-26-00081,Track_Alpha_81,ART_3188,SUPP_0450,False,ERN 4.3,2026-06-24 00:24:59.653587
85c2d9ab-82f7-428c,US-MT1-26-00082,Track_Alpha_82,ART_4687,SUPP_0096,True,ERN 4.3,2028-06-24 00:24:59.653595
eee32d9b-3a2b-4429,US-MT1-26-00083,Track_Alpha_83,ART_4005,SUPP_0050,True,ERN 3.8,2027-09-28 00:24:59.653603
3982917e-b663-48f2,US-MT1-26-00084,Track_Alpha_84,ART_4281,SUPP_0313,True,ERN 4.3,2027-05-14 00:24:59.653610
39f3ac85-e281-40bd,US-MT1-26-00085,Track_Alpha_85,ART_1984,SUPP_0033,True,ERN 4.2,2026-08-07 00:24:59.653618
63726885-f825-4943,US-MT1-26-00086,Track_Alpha_86,ART_4040,SUPP_0442,False,ERN 4.2,2029-01-19 00:24:59.653626
593a7a12-4a5e-4c67,US-MT1-26-00087,Track_Alpha_87,ART_4694,SUPP_0020,True,ERN 4.2,2026-03-19 00:24:59.653634
f319b73a-13e0-461c,US-MT1-26-00088,Track_Alpha_88,ART_2639,SUPP_0183,False,ERN 4.3,2028-02-26 00:24:59.653642
fc8282ab-5e4d-4bcc,US-MT1-26-00089,Track_Alpha_89,ART_1827,SUPP_0292,False,ERN 4.3,2028-04-23 00:24:59.653650
7676591e-1520-45fe,US-MT1-26-00090,Track_Alpha_90,ART_3730,SUPP_0063,False,ERN 4.2,2028-05-08 00:24:59.653657
7afcbbac-47ce-4146,US-MT1-26-00091,Track_Alpha_91,ART_4531,SUPP_0496,False,ERN 4.3,2027-03-19 00:24:59.653665
518250f5-719b-4009,US-MT1-26-00092,Track_Alpha_92,ART_4051,SUPP_0402,True,ERN 4.3,2026-04-03 00:24:59.653696
2c0bf89f-8d59-4297,US-MT1-26-00093,Track_Alpha_93,ART_1355,SUPP_0123,False,ERN 4.3,2028-06-15 00:24:59.653707
24c63efc-09f9-4a61,US-MT1-26-00094,Track_Alpha_94,ART_4055,SUPP_0100,False,ERN 4.3,2028-02-03 00:24:59.653715
cb806ac4-8141-4c01,US-MT1-26-00095,Track_Alpha_95,ART_2347,SUPP_0118,True,ERN 4.3,2027-03-24 00:24:59.653723
52c57645-4348-4040,US-MT1-26-00096,Track_Alpha_96,ART_4204,SUPP_0340,True,ERN 3.8,2027-01-05 00:24:59.653731
a6ada491-850d-444d,US-MT1-26-00097,Track_Alpha_97,ART_3935,SUPP_0077,False,ERN 4.3,2026-12-26 00:24:59.653738
c307f47b-5401-4f12,US-MT1-26-00098,Track_Alpha_98,ART_4876,SUPP_0457,False,ERN 3.8,2026-11-06 00:24:59.653747
10532f0b-2c93-4c30,US-MT1-26-00099,Track_Alpha_99,ART_2863,SUPP_0180,False,ERN 3.8,2028-05-29 00:24:59.653755
226e2365-b8ef-49cc,US-MT1-26-00100,Track_Alpha_100,ART_1126,SUPP_0198,False,ERN 4.2,2027-02-21 00:24:59.653762
75347378-c809-47cb,US-MT1-26-00101,Track_Alpha_101,ART_4177,SUPP_0476,False,ERN 4.3,2028-12-17 00:24:59.653770
72113cdb-0837-4070,US-MT1-26-00102,Track_Alpha_102,ART_4056,SUPP_0446,False,ERN 4.3,2028-09-02 00:24:59.653778
4ce7f031-108d-4c0e,US-MT1-26-00103,Track_Alpha_103,ART_1603,SUPP_0359,False,ERN 3.8,2028-02-06 00:24:59.653786
a4dfece2-8ff3-4d3e,US-MT1-26-00104,Track_Alpha_104,ART_4870,SUPP_0189,False,ERN 3.8,2028-09-01 00:24:59.653793
4af1b515-7fe3-4e93,US-MT1-26-00105,Track_Alpha_105,ART_4449,SUPP_0327,True,ERN 4.2,2028-03-11 00:24:59.653801
fc9b0631-01dc-4980,US-MT1-26-00106,Track_Alpha_106,ART_2928,SUPP_0102,False,ERN 3.8,2027-12-04 00:24:59.653809
0776b248-b3e5-4f8e,US-MT1-26-00107,Track_Alpha_107,ART_2013,SUPP_0332,True,ERN 3.8,2028-01-28 00:24:59.653817
d4c514f9-c60d-4bb8,US-MT1-26-00108,Track_Alpha_108,ART_1050,SUPP_0365,True,ERN 4.3,2026-10-14 00:24:59.653824
b3bd6d66-53de-4c2e,US-MT1-26-00109,Track_Alpha_109,ART_4100,SUPP_0274,False,ERN 4.3,2027-02-15 00:24:59.653833
fcfc58d1-76ce-4c1e,US-MT1-26-00110,Track_Alpha_110,ART_4533,SUPP_0458,False,ERN 3.8,2027-06-04 00:24:59.653841
f8bd6d5d-d4e0-4bbf,US-MT1-26-00111,Track_Alpha_111,ART_4367,SUPP_0129,True,ERN 4.2,2028-09-30 00:24:59.653848
60c3401e-5370-49c0,US-MT1-26-00112,Track_Alpha_112,ART_4368,SUPP_0240,True,ERN 4.2,2027-11-10 00:24:59.653856
992a5714-039c-4a2b,US-MT1-26-00113,Track_Alpha_113,ART_4797,SUPP_0133,False,ERN 4.3,2028-01-16 00:24:59.653864
515a8395-1342-49f2,US-MT1-26-00114,Track_Alpha_114,ART_3826,SUPP_0156,False,ERN 4.2,2027-03-21 00:24:59.653871
4bda4d27-0a4b-4efa,US-MT1-26-00115,Track_Alpha_115,ART_2430,SUPP_0424,True,ERN 3.8,2028-03-14 00:24:59.653879
b1d92326-7ef1-46fc,US-MT1-26-00116,Track_Alpha_116,ART_2792,SUPP_0434,True,ERN 4.3,2028-06-19 00:24:59.653887
df16ba98-cac0-4d56,US-MT1-26-00117,Track_Alpha_117,ART_3861,SUPP_0388,False,ERN 4.3,2026-05-26 00:24:59.653894
b8ebe26f-ff2d-46aa,US-MT1-26-00118,Track_Alpha_118,ART_2636,SUPP_0424,False,ERN 3.8,2028-06-23 00:24:59.653902
59e9368b-ed0e-426e,US-MT1-26-00119,Track_Alpha_119,ART_4476,SUPP_0317,True,ERN 4.3,2027-12-16 00:24:59.653910
48f8d099-4ecc-4533,US-MT1-26-00120,Track_Alpha_120,ART_4417,SUPP_0157,False,ERN 4.3,2026-05-10 00:24:59.653918
a9860ef3-dc79-445d,US-MT1-26-00121,Track_Alpha_121,ART_2645,SUPP_0358,False,ERN 4.2,2028-06-05 00:24:59.653926
946962e4-def7-4252,US-MT1-26-00122,Track_Alpha_122,ART_3467,SUPP_0189,False,ERN 4.3,2026-07-29 00:24:59.653934
a744fe87-96c6-4374,US-MT1-26-00123,Track_Alpha_123,ART_2205,SUPP_0099,False,ERN 4.2,2026-05-29 00:24:59.653942
c3aa8312-774c-4d34,US-MT1-26-00124,Track_Alpha_124,ART_4030,SUPP_0410,True,ERN 4.2,2028-10-08 00:24:59.653950
98dae67a-d00f-4c02,US-MT1-26-00125,Track_Alpha_125,ART_3872,SUPP_0433,False,ERN 4.3,2026-04-25 00:24:59.653957
0329e774-7896-4682,US-MT1-26-00126,Track_Alpha_126,ART_4072,SUPP_0465,False,ERN 4.3,2028-02-20 00:24:59.653965
0adfe0ce-c31d-4db3,US-MT1-26-00127,Track_Alpha_127,ART_2854,SUPP_0051,False,ERN 3.8,2027-06-02 00:24:59.653973
9998d05b-2684-487f,US-MT1-26-00128,Track_Alpha_128,ART_1566,SUPP_0048,False,ERN 4.3,2027-09-11 00:24:59.653981
d43f0831-3351-41f7,US-MT1-26-00129,Track_Alpha_129,ART_3418,SUPP_0445,False,ERN 4.3,2026-06-27 00:24:59.653988
85f38909-8475-4632,US-MT1-26-00130,Track_Alpha_130,ART_1935,SUPP_0099,False,ERN 4.3,2026-04-14 00:24:59.653996
4171ee8e-60e8-43f8,US-MT1-26-00131,Track_Alpha_131,ART_2934,SUPP_0443,False,ERN 4.3,2028-01-28 00:24:59.654004
19fe5999-8694-450d,US-MT1-26-00132,Track_Alpha_132,ART_3708,SUPP_0381,True,ERN 3.8,2027-11-12 00:24:59.654012
f4021dbc-903b-4962,US-MT1-26-00133,Track_Alpha_133,ART_4502,SUPP_0250,False,ERN 4.3,2028-11-04 00:24:59.654019
9f9f3220-c7b8-405f,US-MT1-26-00134,Track_Alpha_134,ART_4016,SUPP_0373,True,ERN 4.3,2028-10-24 00:24:59.654027
5c63ce1b-b22a-4d04,US-MT1-26-00135,Track_Alpha_135,ART_2332,SUPP_0463,True,ERN 4.3,2026-09-06 00:24:59.654034
fd270e43-f8e8-449d,US-MT1-26-00136,Track_Alpha_136,ART_4208,SUPP_0053,False,ERN 4.2,2028-01-27 00:24:59.654042
f6ccfe60-0fb8-4a30,US-MT1-26-00137,Track_Alpha_137,ART_1201,SUPP_0374,False,ERN 3.8,2026-10-04 00:24:59.654050
5e2174dc-bd6d-457b,US-MT1-26-00138,Track_Alpha_138,ART_4507,SUPP_0388,False,ERN 4.2,2029-01-07 00:24:59.654057
90b51a78-a1ef-40ec,US-MT1-26-00139,Track_Alpha_139,ART_3360,SUPP_0136,False,ERN 4.3,2028-07-17 00:24:59.654065
d2302749-d035-4234,US-MT1-26-00140,Track_Alpha_140,ART_1116,SUPP_0161,True,ERN 4.3,2028-10-11 00:24:59.654073
67e66698-bfb1-4833,US-MT1-26-00141,Track_Alpha_141,ART_4737,SUPP_0353,False,ERN 3.8,2026-06-18 00:24:59.654080
da096728-ed50-40a4,US-MT1-26-00142,Track_Alpha_142,ART_1936,SUPP_0291,False,ERN 4.2,2027-09-09 00:24:59.654088
7912bc70-e616-4521,US-MT1-26-00143,Track_Alpha_143,ART_4874,SUPP_0478,True,ERN 4.2,2028-09-07 00:24:59.654096
119e2122-ea07-45cc,US-MT1-26-00144,Track_Alpha_144,ART_1574,SUPP_0499,True,ERN 4.3,2026-03-08 00:24:59.654103
07b53d16-6cba-453e,US-MT1-26-00145,Track_Alpha_145,ART_3291,SUPP_0403,False,ERN 4.2,2027-11-29 00:24:59.654111
6b416a36-0f67-4073,US-MT1-26-00146,Track_Alpha_146,ART_1536,SUPP_0080,False,ERN 4.2,2027-07-16 00:24:59.654119
62e4e364-a873-4200,US-MT1-26-00147,Track_Alpha_147,ART_2625,SUPP_0467,False,ERN 4.3,2027-10-19 00:24:59.654127
7d13fc5f-8a30-4ae3,US-MT1-26-00148,Track_Alpha_148,ART_3122,SUPP_0219,False,ERN 4.3,2028-12-11 00:24:59.654134
994d8d63-d1b1-4ede,US-MT1-26-00149,Track_Alpha_149,ART_4877,SUPP_0084,False,ERN 4.2,2027-08-23 00:24:59.654143
e53a1e6d-7fa3-4421,US-MT1-26-00150,Track_Alpha_150,ART_1385,SUPP_0082,False,ERN 4.3,2027-10-16 00:24:59.654151
58035986-6052-4eb5,US-MT1-26-00151,Track_Alpha_151,ART_4974,SUPP_0318,False,ERN 3.8,2028-01-15 00:24:59.654158
48ad77ae-816b-45cf,US-MT1-26-00152,Track_Alpha_152,ART_4281,SUPP_0066,True,ERN 4.3,2026-03-05 00:24:59.654166
81e4b730-b90e-4d54,US-MT1-26-00153,Track_Alpha_153,ART_1474,SUPP_0413,True,ERN 4.2,2029-01-05 00:24:59.654173
ddd64ecf-ebd6-4d3e,US-MT1-26-00154,Track_Alpha_154,ART_1417,SUPP_0452,False,ERN 4.2,2028-07-17 00:24:59.654181
dd760c2f-349f-4952,US-MT1-26-00155,Track_Alpha_155,ART_3394,SUPP_0233,False,ERN 4.3,2028-08-13 00:24:59.654189
ca52c106-aa0c-4eae,US-MT1-26-00156,Track_Alpha_156,ART_4600,SUPP_0197,False,ERN 3.8,2028-03-31 00:24:59.654197
dea7d52b-01e6-4dfa,US-MT1-26-00157,Track_Alpha_157,ART_3687,SUPP_0258,True,ERN 4.3,2028-02-10 00:24:59.654204
da3e1d8e-cf8c-4d56,US-MT1-26-00158,Track_Alpha_158,ART_1938,SUPP_0176,False,ERN 3.8,2028-09-19 00:24:59.654212
af91f900-6817-440e,US-MT1-26-00159,Track_Alpha_159,ART_1954,SUPP_0297,True,ERN 3.8,2026-02-24 00:24:59.654220
621bf534-b54a-40da,US-MT1-26-00160,Track_Alpha_160,ART_1875,SUPP_0279,True,ERN 3.8,2028-03-10 00:24:59.654227
36226bd6-efc5-49b8,US-MT1-26-00161,Track_Alpha_161,ART_1762,SUPP_0299,True,ERN 3.8,2026-08-04 00:24:59.654235
e49122e3-9eb1-48b7,US-MT1-26-00162,Track_Alpha_162,ART_2202,SUPP_0128,False,ERN 3.8,2026-09-01 00:24:59.654242
18ae6708-eb35-4049,US-MT1-26-00163,Track_Alpha_163,ART_2205,SUPP_0497,False,ERN 3.8,2029-01-31 00:24:59.654250
7735fc27-ea37-42cc,US-MT1-26-00164,Track_Alpha_164,ART_1663,SUPP_0370,False,ERN 4.2,2029-01-12 00:24:59.654258
0880f84c-1f3c-4cac,US-MT1-26-23460,Track_Alpha_165,ART_1024,SUPP_0032,True,ERN 3.8,2027-11-17 00:24:59.654265
efca87f9-ac39-45a6,US-MT1-26-00166,Track_Alpha_166,ART_2990,SUPP_0179,False,ERN 3.8,2027-08-08 00:24:59.654273
14104fb1-ed2b-4efc,US-MT1-26-20909,Track_Alpha_167,ART_2203,SUPP_0128,False,ERN 4.2,2027-12-15 00:24:59.654280
aca2b659-05b0-4756,US-MT1-26-00168,Track_Alpha_168,ART_1709,SUPP_0206,True,ERN 3.8,2026-02-15 00:24:59.654289
6befd415-83ba-4c2a,US-MT1-26-00169,Track_Alpha_169,ART_4572,SUPP_0488,False,ERN 4.2,2028-01-19 00:24:59.654296
b6a30555-7b3d-4ddc,US-MT1-26-00170,Track_Alpha_170,ART_2879,SUPP_0293,False,ERN 3.8,2027-07-03 00:24:59.654304
88d9e18a-5082-4c28,US-MT1-26-00171,Track_Alpha_171,ART_2184,SUPP_0427,False,ERN 4.2,2026-06-14 00:24:59.654312
f1a1ac4c-2861-4782,US-MT1-26-00172,Track_Alpha_172,ART_3224,SUPP_0337,True,ERN 4.3,2026-04-01 00:24:59.654319
5098f8c7-af58-41ee,US-MT1-26-00173,Track_Alpha_173,ART_1284,SUPP_0470,False,ERN 4.2,2028-01-02 00:24:59.654328
e1bcdb1c-9c19-4fef,US-MT1-26-00174,Track_Alpha_174,ART_1062,SUPP_0174,True,ERN 4.3,2026-12-14 00:24:59.654336
78fc4b6d-2aa0-415c,US-MT1-26-00175,Track_Alpha_175,ART_2002,SUPP_0028,True,ERN 4.2,2026-10-26 00:24:59.654344
c2dbc949-3595-4385,US-MT1-26-00176,Track_Alpha_176,ART_1661,SUPP_0178,False,ERN 4.3,2026-12-11 00:24:59.654351
8e189477-1223-478e,US-MT1-26-00177,Track_Alpha_177,ART_3713,SUPP_0040,False,ERN 4.3,2026-08-29 00:24:59.654359
8074949d-3568-44f3,US-MT1-26-00178,Track_Alpha_178,ART_3203,SUPP_0469,False,ERN 4.2,2028-12-06 00:24:59.654366
dedeccc8-1061-4c73,US-MT1-26-00179,Track_Alpha_179,ART_4953,SUPP_0191,False,ERN 3.8,2028-07-31 00:24:59.654374
6892f5d5-8951-4790,US-MT1-26-00180,Track_Alpha_180,ART_2492,SUPP_0343,False,ERN 4.3,2026-10-12 00:24:59.654382
41d7eca6-4f20-4167,US-MT1-26-00181,Track_Alpha_181,ART_4120,SUPP_0236,False,ERN 4.2,2028-03-01 00:24:59.654389
ef7c5d9a-c351-46da,US-MT1-26-00182,Track_Alpha_182,ART_1966,SUPP_0303,False,ERN 4.3,2027-04-16 00:24:59.654397
98e24ebb-e890-4113,US-MT1-26-00183,Track_Alpha_183,ART_1848,SUPP_0460,False,ERN 4.2,2028-11-17 00:24:59.654405
5d803b54-03ce-4c0c,US-MT1-26-00184,Track_Alpha_184,ART_2107,SUPP_0224,False,ERN 4.3,2028-03-21 00:24:59.654412
