ingestion_id,track_id,supplier_id,timestamp,status,latency_seconds,sla_breach_flag
INGEST_000029,e609e928-4ca2-40f2,SUPP_0193,2026-04-02 17:02:01.001305,SUCCESS,35.15,True
INGEST_000030,524ee3b5-6817-4273,SUPP_0157,2026-04-21 15:09:01.001313,SUCCESS,36.16,True
INGEST_000031,ee3698a5-9f3b-40b0,SUPP_0059,2026-03-17 20:11:01.001321,CONFLICT,38.65,True
INGEST_000032,425e2767-ae67-43a5,SUPP_0336,2026-04-27 13:58:01.001329,SUCCESS,5.62,False
INGEST_000033,892377e7-2a99-4987,SUPP_0005,2026-03-28 22:17:01.001337,SUCCESS,7.18,False
INGEST_000034,97ee28a3-cad1-47be,SUPP_0298,2026-04-06 21:42:01.001344,CONFLICT,12.71,False
INGEST_000035,666e01c6-063e-4e87,SUPP_0278,2026-04-01 02:04:01.001352,SUCCESS,32.67,True
INGEST_000036,c1210f29-be67-4cb3,SUPP_0024,2026-03-13 05:13:01.001359,SUCCESS,29.39,False
INGEST_000037,be7def5b-2421-452a,SUPP_0490,2026-03-22 18:00:01.001366,SUCCESS,26.34,False
INGEST_000038,78a4340d-ff8a-447b,SUPP_0367,2026-04-12 01:59:01.001374,SUCCESS,26.23,False
INGEST_000039,bd6a780b-fce3-4e80,SUPP_0345,2026-04-09 08:59:01.001382,SUCCESS,15.15,False
INGEST_000040,7d958d3c-9e1b-4743,SUPP_0172,2026-04-19 10:17:01.001390,SUCCESS,9.85,False
INGEST_000041,b557b19a-00ae-43e8,SUPP_0304,2026-05-05 05:42:01.001399,SUCCESS,11.42,False
INGEST_000042,b81d0879-b690-4589,SUPP_0113,2026-04-07 09:28:01.001406,SUCCESS,9.73,False
INGEST_000043,3b99cbcd-ce6f-49ac,SUPP_0174,2026-05-10 14:19:01.001414,SUCCESS,8.7,False
INGEST_000044,8ae484cc-1830-479b,SUPP_0035,2026-04-21 23:52:01.001422,SUCCESS,28.78,False
INGEST_000045,6e663322-6307-4cdc,SUPP_0232,2026-04-24 04:01:01.001429,SUCCESS,17.41,False
INGEST_000046,09db570f-3e55-44d1,SUPP_0000,2026-04-07 22:16:01.001437,SUCCESS,50.75,True
INGEST_000047,c3302620-944e-42b4,SUPP_0038,2026-04-10 13:04:01.001445,SUCCESS,16.0,False
INGEST_000048,e7b60b79-a26a-4535,SUPP_0492,2026-05-08 18:43:01.001453,SUCCESS,6.4,False
INGEST_000049,f2894ecc-fac7-4784,SUPP_0412,2026-03-05 20:58:01.001460,SUCCESS,16.04,False
INGEST_000050,3c2e6c8f-ba6f-461d,SUPP_0305,2026-03-31 04:33:01.001468,FAIL,14.27,False
INGEST_000051,d85f186c-b37b-4f45,SUPP_0171,2026-04-29 10:51:01.001475,SUCCESS,23.58,False
INGEST_000052,5ee2a634-6b31-4c59,SUPP_0081,2026-04-25 09:30:01.001483,SUCCESS,8.53,False
INGEST_000053,dcb8de53-206b-4060,SUPP_0400,2026-04-30 19:29:01.001491,SUCCESS,29.23,False
INGEST_000054,f6a4813a-90aa-4f59,SUPP_0495,2026-03-28 01:48:01.001499,SUCCESS,4.32,False
INGEST_000055,ca3f274f-8f84-44f9,SUPP_0081,2026-04-04 15:05:01.001507,SUCCESS,30.53,True
INGEST_000056,e8735365-d3ba-4603,SUPP_0060,2026-05-03 08:28:01.001516,SUCCESS,20.9,False
INGEST_000057,b3734888-36ae-4f11,SUPP_0205,2026-04-05 06:43:01.001524,SUCCESS,4.38,False
INGEST_000058,bd60e527-81ff-47fc,SUPP_0088,2026-03-07 01:56:01.001533,SUCCESS,11.62,False
INGEST_000059,9ca17146-ad76-4a28,SUPP_0033,2026-04-19 17:14:01.001541,SUCCESS,22.56,False
INGEST_000060,610ef5d5-3dbe-435f,SUPP_0176,2026-04-09 22:35:01.001549,SUCCESS,5.67,False
INGEST_000061,07bd6af2-af43-4e58,SUPP_0254,2026-05-06 03:11:01.001556,SUCCESS,19.1,False
INGEST_000062,291705f3-bffe-4b2e,SUPP_0433,2026-04-27 17:32:01.001763,SUCCESS,49.08,True
INGEST_000063,26122f2e-d7b4-486b,SUPP_0496,2026-04-20 12:49:01.001796,SUCCESS,30.6,True
INGEST_000064,3a2c687e-f581-4715,SUPP_0132,2026-04-26 06:54:01.001807,SUCCESS,15.0,False
INGEST_000065,e5740343-8a43-4dea,SUPP_0002,2026-03-27 13:40:01.001818,SUCCESS,19.48,False
INGEST_000066,24ae78bb-b1a5-4c2d,SUPP_0317,2026-05-04 22:26:01.001826,SUCCESS,2.79,False
INGEST_000067,faeb4464-d7e9-42ae,SUPP_0450,2026-03-18 03:46:01.001835,SUCCESS,24.35,False
INGEST_000068,0fe8a130-5a7f-441c,SUPP_0191,2026-05-10 19:13:01.001842,SUCCESS,32.06,True
INGEST_000069,369bb43b-0181-49d0,SUPP_0464,2026-05-09 06:59:01.001851,SUCCESS,10.29,False
INGEST_000070,11ab3810-463f-4c42,SUPP_0277,2026-05-01 21:10:01.001859,SUCCESS,16.61,False
INGEST_000071,7b26984a-a05d-4716,SUPP_0023,2026-04-27 07:28:01.001867,SUCCESS,22.87,False
INGEST_000072,a156a9b2-4fcd-4e8d,SUPP_0016,2026-03-12 23:08:01.001875,SUCCESS,11.34,False
INGEST_000073,a13f576c-ae24-436e,SUPP_0311,2026-04-06 01:15:01.001883,SUCCESS,8.51,False
INGEST_000074,55c49870-4cdc-41f9,SUPP_0086,2026-03-02 18:49:01.001891,FAIL,1.81,False
INGEST_000075,78ba287c-ce5a-4d17,SUPP_0117,2026-04-23 14:32:01.001899,SUCCESS,18.04,False
INGEST_000076,7b76add6-a0ff-48ab,SUPP_0478,2026-04-10 05:28:01.001907,SUCCESS,36.29,True
INGEST_000077,ca1959ae-4af0-4dc9,SUPP_0308,2026-03-14 03:09:01.001918,SUCCESS,5.16,False
INGEST_000078,1c1fd1bf-4a73-4279,SUPP_0081,2026-03-10 17:25:01.001926,SUCCESS,11.35,False
INGEST_000079,0a19f4c7-6310-4e30,SUPP_0340,2026-03-10 02:37:01.001935,SUCCESS,33.96,True
INGEST_000080,82786085-5939-4045,SUPP_0125,2026-04-18 19:05:01.001942,SUCCESS,19.58,False
INGEST_000081,f18d559e-fbc0-4dec,SUPP_0413,2026-04-13 08:10:01.001950,SUCCESS,30.27,True
INGEST_000082,46a9b354-792a-42a7,SUPP_0357,2026-04-13 20:04:01.001958,SUCCESS,15.4,False
INGEST_000083,210f7976-f94d-4d1b,SUPP_0143,2026-04-28 12:04:01.001966,SUCCESS,20.22,False
INGEST_000084,175ad563-0c3e-4357,SUPP_0398,2026-04-18 22:58:01.001974,SUCCESS,19.91,False
INGEST_000085,ec451d50-6c79-4d21,SUPP_0470,2026-03-23 15:32:01.001982,SUCCESS,77.77,True
INGEST_000086,068a50ab-0a4d-4a59,SUPP_0048,2026-04-13 15:53:01.001990,SUCCESS,26.88,False
INGEST_000087,09e2b981-59e0-4ce6,SUPP_0076,2026-03-17 23:15:01.001998,SUCCESS,24.74,False
INGEST_000088,7aaa7ed2-343f-4d79,SUPP_0441,2026-03-23 18:27:01.002005,SUCCESS,3.99,False
INGEST_000089,59acd7b3-75b6-4190,SUPP_0238,2026-03-07 12:55:01.002013,SUCCESS,20.24,False
INGEST_000090,6ded47fc-50e8-427e,SUPP_0485,2026-04-21 09:42:01.002022,SUCCESS,16.13,False
INGEST_000091,6cab79d9-0adc-4d35,SUPP_0375,2026-03-21 00:33:01.002030,SUCCESS,5.44,False
INGEST_000092,4c61ae81-1ddf-407d,SUPP_0423,2026-04-12 08:52:01.002038,SUCCESS,17.95,False
INGEST_000093,8fcd64bb-1cb6-4aa5,SUPP_0314,2026-04-20 23:17:01.002049,SUCCESS,8.4,False
INGEST_000094,49bb38dc-b077-4d60,SUPP_0377,2026-03-19 14:29:01.002058,SUCCESS,0.92,False
INGEST_000095,465db104-b8b6-467a,SUPP_0472,2026-04-05 23:27:01.002066,SUCCESS,33.19,True
INGEST_000096,5d7377e7-65f0-48b9,SUPP_0363,2026-03-13 14:53:01.002075,SUCCESS,16.95,False
INGEST_000097,2d510be8-03d4-43b9,SUPP_0410,2026-04-07 02:25:01.002084,SUCCESS,17.67,False
INGEST_000098,d743ff01-38e8-4227,SUPP_0093,2026-03-08 17:02:01.002092,FAIL,13.57,False
INGEST_000099,07f271e3-7caa-47b8,SUPP_0261,2026-04-30 03:03:01.002101,SUCCESS,7.45,False
INGEST_000100,12175cfe-9d36-4e8d,SUPP_0056,2026-03-22 08:55:01.002109,CONFLICT,19.42,False
INGEST_000101,acb1dd26-f972-4d0f,SUPP_0423,2026-03-30 03:40:01.002118,SUCCESS,15.62,False
INGEST_000102,2f1196b9-5e10-4d93,SUPP_0352,2026-04-06 08:06:01.002127,FAIL,2.61,False
INGEST_000103,b7983935-7bfe-4920,SUPP_0016,2026-04-22 06:01:01.002135,SUCCESS,25.05,False
INGEST_000104,0f7f9b8a-ee1c-4134,SUPP_0022,2026-04-13 17:14:01.002144,SUCCESS,31.39,True
INGEST_000105,4f613b65-27db-4f25,SUPP_0040,2026-04-23 06:02:01.002152,SUCCESS,10.3,False
INGEST_000106,a36e0a9b-47f3-4aa3,SUPP_0453,2026-04-18 20:16:01.002160,SUCCESS,10.97,False
INGEST_000107,94fd721e-9365-4b0a,SUPP_0210,2026-03-09 15:35:01.002168,SUCCESS,8.07,False
INGEST_000108,fa25c40d-d885-48be,SUPP_0473,2026-03-10 11:36:01.002175,SUCCESS,13.0,False
INGEST_000109,7b0ec119-378d-486c,SUPP_0156,2026-03-07 11:15:01.002185,SUCCESS,14.4,False
INGEST_000110,5847a73b-8040-4a3a,SUPP_0116,2026-05-07 16:38:01.002192,SUCCESS,14.01,False
INGEST_000111,026273ea-147a-44ee,SUPP_0178,2026-03-09 13:21:01.002200,SUCCESS,24.9,False
INGEST_000112,70116614-13b0-498e,SUPP_0139,2026-04-08 12:53:01.002208,SUCCESS,17.05,False
INGEST_000113,905e3d06-7a50-423c,SUPP_0127,2026-04-13 06:20:01.002216,SUCCESS,37.4,True
INGEST_000114,76e49f57-4396-40b9,SUPP_0395,2026-04-25 09:32:01.002224,SUCCESS,11.91,False
INGEST_000115,a9dd27d5-db57-4b2e,SUPP_0134,2026-04-18 03:18:01.002233,SUCCESS,9.81,False
INGEST_000116,a8876076-0091-483c,SUPP_0080,2026-04-27 12:54:01.002242,SUCCESS,10.44,False
INGEST_000117,95557ee7-74c3-46d8,SUPP_0444,2026-05-10 07:55:01.002250,FAIL,34.28,True
INGEST_000118,79b09ba1-15c8-4533,SUPP_0116,2026-05-04 07:37:01.002258,SUCCESS,9.0,False
INGEST_000119,eba30ad6-9034-47c7,SUPP_0032,2026-03-19 07:07:01.002265,SUCCESS,12.89,False
INGEST_000120,374e01c8-7b97-4bca,SUPP_0306,2026-05-10 15:18:01.002274,CONFLICT,5.11,False
INGEST_000121,bb5cef75-2a76-4222,SUPP_0304,2026-03-19 04:26:01.002283,SUCCESS,6.26,False
INGEST_000122,701a3bbb-a110-43dc,SUPP_0245,2026-05-07 03:48:01.002292,SUCCESS,8.42,False
INGEST_000123,6b3d28fb-0df4-4016,SUPP_0250,2026-04-02 14:39:01.002300,SUCCESS,67.41,True
INGEST_000124,dd1c9cc9-e80a-4f8d,SUPP_0082,2026-04-02 09:41:01.002308,SUCCESS,2.29,False
INGEST_000125,3597748f-4111-4785,SUPP_0356,2026-04-23 11:57:01.002316,SUCCESS,28.42,False
INGEST_000126,f527fc29-63bd-40ff,SUPP_0009,2026-03-03 15:13:01.002324,SUCCESS,39.81,True
INGEST_000127,675603c0-901f-4dc7,SUPP_0263,2026-03-03 11:42:01.002333,SUCCESS,9.65,False
INGEST_000128,f6566414-5982-4523,SUPP_0490,2026-05-06 13:51:01.002341,FAIL,7.47,False
INGEST_000129,b1e4531b-0cc7-4bc9,SUPP_0234,2026-03-10 20:22:01.002349,SUCCESS,6.94,False
INGEST_000130,7441ca99-a726-4005,SUPP_0493,2026-04-01 18:14:01.002358,SUCCESS,6.8,False
INGEST_000131,d24d017b-e4d0-4ff4,SUPP_0338,2026-05-03 01:35:01.002366,SUCCESS,28.53,False
INGEST_000132,621bf534-b54a-40da,SUPP_0176,2026-04-23 06:18:01.002374,SUCCESS,23.1,False
INGEST_000133,2d2bfce6-ccc4-4e37,SUPP_0324,2026-04-22 19:22:01.002383,CONFLICT,6.52,False
INGEST_000134,91f743d6-d528-479c,SUPP_0431,2026-03-06 06:46:01.002391,SUCCESS,17.77,False
INGEST_000135,c283df12-e239-4c20,SUPP_0148,2026-03-31 06:48:01.002399,SUCCESS,7.51,False
INGEST_000136,14e65b36-4fd8-465a,SUPP_0399,2026-05-03 17:20:01.002408,SUCCESS,32.74,True
INGEST_000137,a9f715ee-f363-4e40,SUPP_0391,2026-03-06 18:34:01.002416,SUCCESS,14.78,False
INGEST_000138,d8f26a4f-6591-406a,SUPP_0216,2026-04-06 22:11:01.002424,SUCCESS,6.03,False
INGEST_000139,3e68358f-4cef-4297,SUPP_0322,2026-04-26 03:13:01.002432,SUCCESS,2.57,False
INGEST_000140,16fb68a9-d72c-4f28,SUPP_0320,2026-04-29 22:19:01.002441,SUCCESS,9.22,False
INGEST_000141,766c1a67-7bb0-4c26,SUPP_0003,2026-03-09 19:21:01.002449,SUCCESS,5.94,False
INGEST_000142,1ad1a807-bcdf-48b6,SUPP_0323,2026-04-24 04:09:01.002456,SUCCESS,8.46,False
INGEST_000143,6583f8a0-0f00-4208,SUPP_0313,2026-04-07 16:13:01.002465,SUCCESS,19.08,False
INGEST_000144,a272de4f-d7bb-4d54,SUPP_0279,2026-04-07 04:57:01.002482,CONFLICT,23.36,False
INGEST_000145,d8b45f9e-987d-4162,SUPP_0251,2026-03-06 02:37:01.002491,SUCCESS,10.75,False
INGEST_000146,7328c639-dd7e-469f,SUPP_0268,2026-03-26 06:55:01.002498,FAIL,15.41,False
INGEST_000147,a6a75e84-d589-455f,SUPP_0101,2026-03-12 09:46:01.002506,SUCCESS,36.25,True
INGEST_000148,3a1ca0bd-0362-4235,SUPP_0024,2026-03-28 23:39:01.002513,CONFLICT,14.39,False
INGEST_000149,59a383a4-a9e9-4c1a,SUPP_0071,2026-04-20 02:34:01.002523,SUCCESS,9.26,False
INGEST_000150,3ef1fdb5-765b-45ca,SUPP_0170,2026-03-17 03:52:01.002532,SUCCESS,23.19,False
INGEST_000151,0fe8a130-5a7f-441c,SUPP_0356,2026-03-03 11:14:01.002540,SUCCESS,15.39,False
INGEST_000152,856e6a2b-4f33-4104,SUPP_0180,2026-03-17 20:48:01.002548,SUCCESS,6.04,False
INGEST_000153,dcc81e4c-1e63-4fcb,SUPP_0016,2026-03-18 01:58:01.002556,SUCCESS,27.19,False
INGEST_000154,7e89dce1-5e83-4469,SUPP_0004,2026-03-20 10:11:01.002564,SUCCESS,12.56,False
INGEST_000155,ed760d09-8abe-4418,SUPP_0496,2026-03-10 05:22:01.002572,SUCCESS,20.91,False
INGEST_000156,f0d366ae-63fe-4260,SUPP_0118,2026-05-06 04:06:01.002580,SUCCESS,29.43,False
INGEST_000157,8c6de15a-3b4d-4fb2,SUPP_0164,2026-05-08 00:52:01.002588,SUCCESS,7.86,False
INGEST_000158,39322c4b-2646-4401,SUPP_0046,2026-04-15 06:19:01.002597,SUCCESS,62.69,True
INGEST_000159,fd6b64f1-394f-41a7,SUPP_0061,2026-05-05 16:24:01.002605,SUCCESS,10.41,False
INGEST_000160,6c86de9a-c194-485c,SUPP_0044,2026-03-08 04:25:01.002613,SUCCESS,12.69,False
INGEST_000161,992ed61f-28cc-40da,SUPP_0005,2026-03-06 09:09:01.002621,SUCCESS,8.81,False
INGEST_000162,f782d6a1-e234-40ea,SUPP_0395,2026-05-03 05:31:01.002630,SUCCESS,8.91,False
INGEST_000163,39a0da10-7412-4222,SUPP_0107,2026-04-17 11:33:01.002638,SUCCESS,5.72,False
INGEST_000164,9f4cc222-7b34-4fd7,SUPP_0385,2026-03-08 21:25:01.002647,SUCCESS,18.87,False
INGEST_000165,168128d2-34ac-4a31,SUPP_0110,2026-04-18 09:32:01.002656,SUCCESS,11.75,False
INGEST_000166,71025fdd-ddf0-4a10,SUPP_0434,2026-04-19 18:49:01.002665,FAIL,14.76,False
INGEST_000167,8ad344a8-f141-4a5d,SUPP_0316,2026-03-17 14:54:01.002691,SUCCESS,10.79,False
INGEST_000168,ec55c420-2fa9-4689,SUPP_0055,2026-04-24 23:52:01.002702,SUCCESS,7.18,False
INGEST_000169,7d4c7773-8b7b-4cd6,SUPP_0057,2026-03-27 09:31:01.002710,SUCCESS,22.21,False
INGEST_000170,ee2487f0-6fa6-4011,SUPP_0073,2026-04-03 13:10:01.002719,FAIL,11.58,False
INGEST_000171,3d61a43d-433d-40d5,SUPP_0090,2026-03-13 07:25:01.002727,SUCCESS,8.01,False
INGEST_000172,d1f26566-bdd8-4cb6,SUPP_0104,2026-04-21 20:31:01.002735,CONFLICT,24.06,False
INGEST_000173,6055417a-4b2e-457f,SUPP_0106,2026-05-01 07:05:01.002745,FAIL,3.43,False
INGEST_000174,22324bd8-69e8-4cca,SUPP_0382,2026-04-28 08:04:01.002754,SUCCESS,21.09,False
INGEST_000175,e73d4155-ac2f-4f5a,SUPP_0356,2026-04-15 01:43:01.002762,SUCCESS,7.42,False
INGEST_000176,8d60748f-647f-411e,SUPP_0325,2026-03-23 03:40:01.002771,CONFLICT,16.17,False
INGEST_000177,7087f96c-b843-41fd,SUPP_0287,2026-03-05 20:49:01.002779,SUCCESS,22.51,False
INGEST_000178,421dd5ce-a9a1-43b2,SUPP_0338,2026-05-07 03:37:01.002788,SUCCESS,37.95,True
INGEST_000179,6c947ac3-d6ad-4bee,SUPP_0498,2026-03-05 17:17:01.002796,SUCCESS,59.37,True
INGEST_000180,938d5e77-bde0-4515,SUPP_0313,2026-03-30 01:58:01.002805,SUCCESS,29.32,False
INGEST_000181,a65a839f-62af-45d7,SUPP_0249,2026-05-07 20:07:01.002813,SUCCESS,20.12,False
INGEST_000182,1474c302-19de-42c0,SUPP_0336,2026-03-16 09:52:01.002822,SUCCESS,5.05,False
INGEST_000183,c11a329b-101a-4b92,SUPP_0498,2026-04-14 10:05:01.002831,SUCCESS,30.8,True
INGEST_000184,5d7377e7-65f0-48b9,SUPP_0236,2026-03-24 11:51:01.002839,SUCCESS,24.43,False
INGEST_000185,8d7949c5-c74f-465c,SUPP_0233,2026-03-27 05:17:01.002848,CONFLICT,15.52,False
INGEST_000186,6922b7e7-5dcf-4e25,SUPP_0236,2026-03-22 04:48:01.002856,SUCCESS,15.55,False
INGEST_000187,6cb47000-c632-4848,SUPP_0293,2026-04-22 15:25:01.002865,SUCCESS,13.52,False
INGEST_000188,8548ecfc-b1b6-42bc,SUPP_0230,2026-03-21 12:44:01.002873,SUCCESS,7.09,False
INGEST_000189,31490ed4-4c1f-4236,SUPP_0199,2026-04-08 05:28:01.002881,SUCCESS,14.11,False
INGEST_000190,14207048-7d2b-4a9b,SUPP_0253,2026-04-23 16:10:01.002890,SUCCESS,22.35,False
INGEST_000191,cff93b0f-5505-4515,SUPP_0132,2026-04-24 18:50:01.002898,SUCCESS,29.14,False
INGEST_000192,c10bf46c-de2f-41c2,SUPP_0112,2026-03-03 19:36:01.002906,CONFLICT,43.15,True
INGEST_000193,aae1f053-93d3-4bc4,SUPP_0220,2026-04-29 01:47:01.002914,SUCCESS,20.93,False
INGEST_000194,04a642fa-c32c-4e02,SUPP_0321,2026-03-06 19:09:01.002922,CONFLICT,42.63,True
INGEST_000195,3f65ae4c-69b7-4f1f,SUPP_0473,2026-03-30 07:31:01.002929,SUCCESS,23.71,False
INGEST_000196,3af9da41-cc44-40e1,SUPP_0499,2026-05-07 07:00:01.002937,SUCCESS,7.32,False
INGEST_000197,9a148cb7-ac7a-4231,SUPP_0306,2026-04-04 16:11:01.002945,SUCCESS,34.39,True
INGEST_000198,d95b59ac-7aca-41f2,SUPP_0240,2026-04-20 11:52:01.002953,SUCCESS,19.08,False
INGEST_000199,7460faa4-4dd2-4e7e,SUPP_0411,2026-04-03 22:25:01.002961,SUCCESS,6.82,False
INGEST_000200,2f41cd44-6f64-439c,SUPP_0060,2026-03-06 14:41:01.002969,CONFLICT,15.47,False
INGEST_000201,14c77053-8427-4e83,SUPP_0200,2026-04-16 23:11:01.002978,SUCCESS,31.45,True
INGEST_000202,1b6c43eb-927a-453d,SUPP_0020,2026-04-20 00:42:01.002986,SUCCESS,13.47,False
INGEST_000203,c9d6720a-f806-49f3,SUPP_0080,2026-04-09 12:20:01.002994,FAIL,3.01,False
INGEST_000204,70afc75d-9168-4867,SUPP_0021,2026-03-22 22:14:01.003002,SUCCESS,27.24,False
INGEST_000205,0f2e8c7a-7492-4c0a,SUPP_0210,2026-05-05 15:31:01.003010,SUCCESS,7.87,False
INGEST_000206,87924573-66e7-47b2,SUPP_0148,2026-05-10 20:56:01.003018,SUCCESS,3.34,False
INGEST_000207,0f92704e-dc20-486f,SUPP_0283,2026-03-29 02:41:01.003027,SUCCESS,18.68,False
INGEST_000208,bb07b965-1a35-4062,SUPP_0394,2026-03-10 12:24:01.003034,SUCCESS,17.98,False
INGEST_000209,c9b3d843-0ab9-440e,SUPP_0279,2026-04-06 22:55:01.003042,FAIL,5.26,False
INGEST_000210,707f5c0c-a00e-42de,SUPP_0332,2026-03-18 15:34:01.003051,SUCCESS,28.2,False
INGEST_000211,300ecfc4-0e2d-4317,SUPP_0287,2026-03-10 01:28:01.003058,SUCCESS,2.91,False
INGEST_000212,ad62e7e7-5285-42ef,SUPP_0219,2026-03-24 13:42:01.003066,SUCCESS,3.51,False
INGEST_000213,8619b588-5dfe-43ad,SUPP_0165,2026-04-19 08:54:01.003074,SUCCESS,22.05,False
INGEST_000214,0f69b535-9123-465b,SUPP_0016,2026-04-23 21:09:01.003082,SUCCESS,17.55,False
INGEST_000215,938cc484-f1c7-40c3,SUPP_0440,2026-04-11 14:31:01.003089,SUCCESS,30.81,True
INGEST_000216,8f444a2e-8bb4-4485,SUPP_0153,2026-03-11 23:04:01.003097,SUCCESS,12.17,False
INGEST_000217,27863faa-158f-4ebf,SUPP_0106,2026-03-08 21:53:01.003105,SUCCESS,27.29,False
INGEST_000218,ad098ef9-c4fd-4269,SUPP_0481,2026-04-13 04:17:01.003113,CONFLICT,27.36,False
INGEST_000219,181a2a5a-73ba-43c5,SUPP_0492,2026-04-07 16:38:01.003121,SUCCESS,12.73,False
INGEST_000220,0a5d0f0f-9c7d-4861,SUPP_0225,2026-03-23 16:17:01.003129,SUCCESS,5.35,False
INGEST_000221,8328295f-a5c8-43bf,SUPP_0316,2026-05-09 03:54:01.003138,FAIL,15.0,False
INGEST_000222,55ce0186-007f-45c7,SUPP_0430,2026-03-15 00:11:01.003145,SUCCESS,1.09,False
INGEST_000223,6c870b1f-08ee-4aa5,SUPP_0484,2026-03-05 16:52:01.003153,SUCCESS,14.58,False
INGEST_000224,58e77e08-90a8-44a4,SUPP_0090,2026-05-01 20:07:01.003162,SUCCESS,26.95,False
INGEST_000225,f632be0d-6cb4-4ed3,SUPP_0350,2026-05-05 10:13:01.003170,SUCCESS,29.46,False
INGEST_000226,68162e1a-530f-4b3c,SUPP_0003,2026-03-31 16:39:01.003178,SUCCESS,9.54,False
INGEST_000227,c147d083-c6b8-494b,SUPP_0282,2026-04-02 22:44:01.003186,SUCCESS,17.29,False
INGEST_000228,9b909296-e6f0-424f,SUPP_0147,2026-04-20 14:22:01.003194,SUCCESS,32.99,True
INGEST_000229,f5d2e640-9356-478e,SUPP_0114,2026-04-16 00:14:01.003202,SUCCESS,13.92,False
INGEST_000230,40e99c6c-73c3-48b2,SUPP_0135,2026-03-09 21:51:01.003209,SUCCESS,13.13,False
INGEST_000231,b1459ff3-aa33-4375,SUPP_0458,2026-05-05 04:39:01.003217,SUCCESS,11.34,False
INGEST_000232,6c167754-488d-4ae6,SUPP_0335,2026-04-15 04:27:01.003225,SUCCESS,19.26,False
INGEST_000233,bd910897-1746-4a35,SUPP_0357,2026-04-24 23:41:01.003235,SUCCESS,27.12,False
INGEST_000234,1b815de5-7340-4723,SUPP_0368,2026-03-09 11:03:01.003243,SUCCESS,31.62,True
